ikey,smiles,dg_hyd,T,err,unit,process,route
YTZKOQUCBOVLHL-UHFFFAOYSA-N,c1ccccc1C(C)(C)C,-0.1091531162311534,333.15,5.0,M/M,KWG,henry
YTZKOQUCBOVLHL-UHFFFAOYSA-N,c1ccccc1C(C)(C)C,-0.4298574254645895,298.15,0.1,kPa m3/mol,KWG,henry
YTZKOQUCBOVLHL-UHFFFAOYSA-N,c1ccccc1C(C)(C)C,-0.365588715330682,298.15,0.043,atm m3/mol,KWG,henry
QHTJSSMHBLGUHV-UHFFFAOYSA-N,c1ccccc1C(CC)(C)C,-0.18,298.15,1.93,kcal/mol,DGS,free_energy
QHTJSSMHBLGUHV-UHFFFAOYSA-N,c1ccccc1C(CC)(C)C,-0.1768642447418738,298.15,8.08,kJ/mol,FEOH,free_energy
QHTJSSMHBLGUHV-UHFFFAOYSA-N,c1ccccc1C(CC)(C)C,-0.1768642447418738,298.15,8.08,kJ/mol,FEOH,free_energy
YNWVFADWVLCOPU-MAUPQMMJSA-N,Clc1ccc(cc1)\C=C(\n1ncnc1)/[C@@H](O)C(C)(C)C,-5.527961274887551,293.15,5.93e-06,atm m3/mol,KWG,henry
YNWVFADWVLCOPU-MAUPQMMJSA-N,Clc1ccc(cc1)\C=C(\n1ncnc1)/[C@@H](O)C(C)(C)C,-5.227188337389951,293.15,9.94e-06,atm m3/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3,298.15,1.0,kCal/mol,DGS,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3,298.15,1.93,kCal/mol,DGS,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3,298.15,1.93,kcal/mol,DGS,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.31,298.15,1.94,kCal/mol,DGS,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3011472275334608,298.15,8.08,kJ/mol,FEOH,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3,298.15,1.93,kcal/mol,FEOH,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.5333241442951729,298.54999999999995,5.0,M/M,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.4662644875846772,308.15,5.0,M/M,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3756750163604528,318.15,5.0,M/M,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.2344538973885169,328.15,5.0,M/M,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.1636423942715504,333.15,5.0,M/M,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.4471832554934334,298.15,208000000.0,Pa/mf,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3058634560139229,298.15,0.0336238,(atm m3)/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-1.7466801674793115,298.15,0.025,kPa m3/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.447274482796356,298.15,0.0375,atm m3/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3011472275334608,298.15,8.08,kJ/mol,FEOH,free_energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.381777572535753,301.15,5.78,kPa m3/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.3089403299051932,308.15,11.37,kPa m3/mol,KWG,henry
RWGFKTVRMDUZSP-UHFFFAOYSA-N,c1ccccc1C(C)C,-0.0581263465416234,319.25,6.73,kPa m3/mol,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.195128505324903,298.15,318000000.0,Pa/mf,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.1951414392847846,298.15,0.0574,atm m3/mol,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.45,298.15,1.93,kcal/mol,DGS,free_energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.4493307839388145,298.15,8.08,kJ/mol,FEOH,free_energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.4493307839388145,298.15,8.08,kJ/mol,FEOH,free_energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.45,298.15,1.93,kcal/mol,FEOH,free_energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.3303794370234632,298.54999999999995,5.0,M/M,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.2819593830602358,308.15,5.0,M/M,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.2068122956437663,318.15,5.0,M/M,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.0716103831255354,328.15,5.0,M/M,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,0.0266018319694415,333.15,5.0,M/M,KWG,henry
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,-0.3385254795659331,298.15,0.4,kPa m3/mol,KWG,henry
OAYXUHPQHDHDDZ-UHFFFAOYSA-N,O(CCOCCO)CCCC,-8.75091906665586,293.15,10.0,atm cm3/mol,KWG,henry
WMPPDTMATNBGJN-UHFFFAOYSA-N,BrCCc1ccccc1,-1.646520097024979,298.15,27500000.0,Pa/mf,KWG,henry
WMPPDTMATNBGJN-UHFFFAOYSA-N,BrCCc1ccccc1,-1.6462486154873115,298.15,0.00496,atm m3/mol,KWG,henry
WHKUVVPPKQRRBV-UHFFFAOYSA-N,Clc1cc(C)c(OCC(O)=O)cc1,-10.13701038007598,298.15,0.000304,(Pa m3)/mol,KWG,henry
KCXMKQUNVWSEMD-UHFFFAOYSA-N,ClCc1ccccc1,-2.4650947337033724,293.15,0.0196,MPa/mf,KWG,henry
KCXMKQUNVWSEMD-UHFFFAOYSA-N,ClCc1ccccc1,-2.419812876876434,298.15,7450000.0,Pa/mf,KWG,henry
KCXMKQUNVWSEMD-UHFFFAOYSA-N,ClCc1ccccc1,-2.419703409250796,298.15,0.00134,atm m3/mol,KWG,henry
KVZJLSYJROEPSQ-OCAPTIKFSA-N,C1CCC[C@H](C)[C@@H]1C,1.588141380952104,298.15,1.16,atm m3/mol,KWG,henry
CAHQGWAXKLQREW-UHFFFAOYSA-N,ClC(Cl)c1ccccc1,-2.4401864076348105,298.15,0.0013,atm m3/mol,KWG,henry
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.64,298.15,1.93,kcal/mol,DGS,free_energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.63,298.15,1.93,kCal/mol,DGS,free_energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.634321223709369,298.15,8.08,kJ/mol,FEOH,free_energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.634321223709369,298.15,8.08,kJ/mol,FEOH,free_energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.634551983751245,298.15,329.0,M/atm,KGW,henry
BATOPAZDIZEVQF-MQQKCMAXSA-N,O=C\C=C\C=C\C,-4.635628903958728,298.15,10.0,M/M,KWG,henry
IHPKGUQCSIINRJ-UHFFFAOYSA-N,CC(=CCC=C(C)C=C)C,0.1748627024583478,298.15,10736.586,(Pa m3)/mol,KWG,henry
KFUSEUYYWQURPO-UHFFFAOYSA-N,ClC=CCl,-0.8071321497586602,298.15,14.0,kPa m3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.8,298.15,1.93,kcal/mol,DGS,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.76,298.15,1.93,kcal/mol,DGS,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-1.73,298.15,1.93,kcal/mol,DGS,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-1.73,298.15,1.93,kCal/mol,DGS,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.7648183556405354,298.15,8.08,kJ/mol,FEOH,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.76,298.15,1.93,kcal/mol,FEOH,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.78,298.15,1.93,kcal/mol,FEOH,free_energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.6641770213611216,293.15,0.003,M/atm,KGW,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,5.182140982831425,298.15,0.015,mol/(m3 atm),KGW,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.563598396913369,298.15,0.00012285,atm m3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.9624899181823652,283.15,1.76,(atm m^3)/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.7420258369860316,290.65,2.27,(atm m^3)/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.5672251831064844,297.95,2.07,(atm m^3)/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.3695561770969982,307.75,1.75,(atm m^3)/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.528907470227678,299.34999999999997,4.08,kPa m3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.2917666714358707,308.15,2.76,kPa m3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.1525691624288938,319.25,7.29,kPa m3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.6755963442432338,293.15,0.423,MPa/mf,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.5724888014531919,298.54999999999995,5.0,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.5210981370081349,308.15,5.0,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.4497115040880469,318.15,5.0,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.3529723757379044,328.15,5.0,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.2681019731062171,333.15,5.0,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.7247150096873392,298.15,0.0165816,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.8070753604707226,298.15,14.0,Ca/Cw,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.6946739590488518,293.15,0.0168119,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.6560804555163704,293.15,0.0179634,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.4595783868160594,303.15,0.0267148,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.4050009242511823,303.15,0.0292481,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.2180723566030939,313.15,0.0416843,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.1781254082830292,313.15,0.0444479,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.6486593506664868,293.15,20.0,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.4492803430132586,303.15,20.0,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.2319789226418245,313.15,20.0,atm m^3/mol,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.571380955938496,293.15,0.006,M/M,KWG,henry
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-0.5641145483800482,297.15,0.0306,atm m3/mol,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-2.0238242073629995,298.54999999999995,30.0,M/M,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.5390403787009583,308.15,30.0,M/M,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.3404919947277556,318.15,5.0,M/M,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.232780912323163,328.15,5.0,M/M,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.18488833459154,333.15,5.0,M/M,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.7388812970842524,298.15,0.0029939,atm m^3/mol,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.114649006963278,293.15,0.0116,atm m3/mol,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.933165625363554,293.15,0.00284,atm m3/mol,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.5179615151645027,293.15,0.02,kPa m3/mol,KWG,henry
UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,-1.3834250419707173,298.15,0.03,kPa m3/mol,KWG,henry
FQDIANVAWVHZIR-OWOJBTEDSA-N,ClC\C=C\CCl,-2.1369347898603763,298.15,0.00216,atm m3/mol,KWG,henry
YTKRILODNOEEPX-NSCUHMNNSA-N,ClC\C=C\C,1.423190942178693,283.15,0.427,[molar/molar],KGW,henry
YTKRILODNOEEPX-NSCUHMNNSA-N,ClC\C=C\C,1.357606466798904,288.15,0.374,[molar/molar],KGW,henry
YTKRILODNOEEPX-NSCUHMNNSA-N,ClC\C=C\C,1.2490868935545387,293.15,0.366,[molar/molar],KGW,henry
YTKRILODNOEEPX-NSCUHMNNSA-N,ClC\C=C\C,1.226382144188811,298.15,0.726,[molar/molar],KGW,henry
HIIRDDUVRXCDBN-UHFFFAOYSA-N,O(c1ccccc1C(=NOC)C(=O)NC)c1ccccc1,-10.630150303443797,298.15,1.29e-09,atm m3/mol,KWG,henry
HZYHMHHBBBSGHB-UHFFFAOYSA-N,C(=O)C=CCCC=CCC,-3.277898369882205,293.15,0.0001,M/M,KWG,henry
HZYHMHHBBBSGHB-UHFFFAOYSA-N,C(=O)C=CCCC=CCC,-3.214912228746643,298.15,0.0002,M/M,KWG,henry
HZYHMHHBBBSGHB-UHFFFAOYSA-N,C(=O)C=CCCC=CCC,-2.9055429398245076,305.15,0.0005,M/M,KWG,henry
HZYHMHHBBBSGHB-UHFFFAOYSA-N,C(=O)C=CCCC=CCC,-2.647897791655347,312.15,0.0003,M/M,KWG,henry
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.23,298.15,1.93,kCal/mol,DGS,free_energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.22,298.15,1.93,kcal/mol,FEOH,free_energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.223872764784137,298.15,164.0,M/atm,KGW,henry
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.2249496849916195,298.15,10.0,M/M,KWG,henry
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.23,298.15,1.93,kcal/mol,DGS,free_energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.225621414913958,298.15,8.08,kJ/mol,FEOH,free_energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,O=C\C=C\C,-4.225621414913958,298.15,8.08,kJ/mol,FEOH,free_energy
IAQRGUVFOMOMEM-ONEGZZNKSA-N,C(=C\C)/C,-1.3131878540948947,298.15,0.3514378,M/M,KGW,henry
IAQRGUVFOMOMEM-ONEGZZNKSA-N,C(=C\C)/C,1.3119902666975594,298.15,0.73,atm m3/mol,KWG,henry
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.66,298.15,1.93,kcal/mol,DGS,free_energy
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.6634799235181643,298.15,8.08,kJ/mol,FEOH,free_energy
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.6634799235181643,298.15,8.08,kJ/mol,FEOH,free_energy
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.68,298.15,1.93,kcal/mol,FEOH,free_energy
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.6808495097798923,298.15,4.0,kPa m3/mol,KWG,henry
OTTZHAVKAVGASB-HWKANZROSA-N,C\C=C\CCCC,1.7052224643384275,298.15,1.42,atm m3/mol,KWG,henry
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.68,298.15,1.93,kcal/mol,DGS,free_energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.68,298.15,1.93,kCal/mol,DGS,free_energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.680688336520076,298.15,8.08,kJ/mol,FEOH,free_energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.680688336520076,298.15,8.08,kJ/mol,FEOH,free_energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.68,298.15,1.93,kcal/mol,FEOH,free_energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.4787181775629894,298.15,12.0,M/atm,KGW,henry
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.6820612874526,298.15,10.0,M/M,KWG,henry
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.6824343961154735,298.15,0.000159,atm m3/mol,KWG,henry
MBDOYVRWFFCFHM-SNAWJCMRSA-N,O=C\C=C\CCC,-3.669251610134395,298.15,64.5,M/atm,KGW,henry
JJYWRQLLQAKNAD-UHFFFAOYSA-N,CC(=CCC)C(=O)O,-6.022469635059979,298.15,3.04e-06,(atm m3)/mol,KWG,henry
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-3.43,298.15,1.93,kcal/mol,FEOH,free_energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-2.715683993628268,298.15,12.9,M/atm,KGW,henry
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-3.4418293445313894,298.15,10.0,M/M,KWG,henry
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-3.44,298.15,1.93,kcal/mol,DGS,free_energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-3.4416826003824093,298.15,8.08,kJ/mol,FEOH,free_energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,O=C\C=C\CCCCC,-3.4416826003824093,298.15,8.08,kJ/mol,FEOH,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.3,298.15,1.93,kcal/mol,DGS,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.93,298.15,1.93,kCal/mol,DGS,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.34,298.15,1.93,kcal/mol,FEOH,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.3276515716439885,298.15,0.75,atm m3/mol,KWG,henry
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.34,298.15,1.93,kcal/mol,DGS,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.33604206500956,298.15,8.08,kJ/mol,FEOH,free_energy
QMMOXUPEWRXHJS-HWKANZROSA-N,C/C=C/CC,1.33604206500956,298.15,8.08,kJ/mol,FEOH,free_energy
NPFVOOAXDOBMCE-UHFFFAOYSA-N,C(CC=CCC)OC(=O)C,-2.601706557321219,298.15,12.0,M/atm,KGW,henry
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,c1(ccccc1)\N=N\c2ccccc2,-4.445014394613926,298.15,4.4e-05,atm m3/mol,KWG,henry
WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\c1ccccc1,-8.397698125978179,298.15,5.57e-08,atm m3/mol,KWG,henry
GIKLTQKNOXNBNY-OWOJBTEDSA-N,[As](Cl)(Cl)\C=C\Cl,-2.796836790019853,298.15,0.000711,atm m3/mol,KWG,henry
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-10.0,298.15,1.93,kcal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-10.0,298.15,1.93,kcal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-7.3,298.15,1.93,kCal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-9.9,298.15,1.93,kCal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-9.0,298.15,1.93,kCal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-10.1,298.15,1.93,kCal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-10.08,298.15,1.93,kcal/mol,DGS,free_energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(=O)C,-10.0,298.15,1.93,kcal/mol,FEOH,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.7,298.15,1.93,kcal/mol,DGS,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.73,298.15,1.93,kcal/mol,DGS,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.73,298.15,1.93,kCal/mol,DGS,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.73,298.15,1.93,kCal/mol,DGS,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.62906309751434,298.15,8.08,kJ/mol,FEOH,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.7294455066921604,298.15,8.08,kJ/mol,FEOH,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.73,298.15,1.93,kcal/mol,FEOH,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.73,298.15,1.93,kcal/mol,FEOH,free_energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,-2.730313993053035,298.15,13.2,M/atm,KGW,henry
